licence_ref,description,licensee_name,trading_name,nominee_name,address_1,address_2,address_3,county,Full_address,latitude,longitude,g_address
S0107,Publican's Licence (7-Day Ordinary),The Czech Inn,The Czech Inn,,3 Essex Gate &,14a 15 And Part 16 Of Lower Exchange Street,,Dublin 2,"The Czech Inn, 3 Essex Gate &, 14a 15 And Part 16 Of Lower Exchange Street, Dublin 2",53.34494729999999,-6.2678933,"Essex gate, Temple Bar,, Dublin 8, Ireland"
S3053,Publican's Licence (7-Day Ordinary),Sequana Management Limited,Cafe En Seine,,"39 Dawson Street, 40 Dawson Street",And 39 Anne's Lane,,Dublin 2,"Cafe En Seine, 39 Dawson Street, 40 Dawson Street, And 39 Anne's Lane, Dublin 2",53.340658,-6.258619899999999,"40 Dawson St, Dublin, Ireland"
S3781,Publican's Licence (7-Day Ordinary),Draconem Management Limited,Soder And Ko,,64/65 South Great George's Street,,,Dublin 2,"Soder And Ko, 64/65 South Great George's Street, Dublin 2",53.3424584,-6.264767399999999,"64, 65 South Great George's Street, Dublin 2, Ireland"
S0120,Publican's Licence (7-Day Ordinary),Whelans Live Dac,Whelans,,23 24 & 25camden Street & 40 Camden Row,,,Dublin 2,"Whelans, 23 24 & 25camden Street & 40 Camden Row, Dublin 2",53.33658,-6.265715,"25 Wexford St, Dublin, D02 H527, Ireland"
1008192,Publican's Licence (7-Day Ordinary),The Secret Bar Limited,Drury Buildings,,52/55 Drury Street,,,Dublin 2,"Drury Buildings, 52/55 Drury Street, Dublin 2",53.3419337,-6.263427399999999,"55 Drury St, Dublin, Ireland"
S0031,Publican's Licence (7-Day Ordinary),Maurice O'neill And Sons Limited,O'neills,,36/37 Pearse Street And,22 Shaw Street,(ground Floors And Basements),Dublin 2,"O'neills, 36/37 Pearse Street And, 22 Shaw Street, (ground Floors And Basements), Dublin 2",53.344883,-6.252473999999999,"36-37 Pearse St, Dublin 2, Ireland"
S0094,Publican's Licence (7-Day Ordinary),Silverthorn Company Limited,Bruxelles,,7/8 Harry Street &,Basement Of 71 Grafton Street,,Dublin 2,"Bruxelles, 7/8 Harry Street &, Basement Of 71 Grafton Street, Dublin 2",53.34136789999999,-6.2608723,"8 Harry St, Dublin 2, D02 KX36, Ireland"
S0003,Publican's Licence (7-Day Ordinary),Hp Corrigan Limited,Toners,,139 Lower Baggot Street,,,Dublin 2,"Toners, 139 Lower Baggot Street, Dublin 2",53.3377566,-6.2524254,"139 Baggot Street Lower, Dublin 2, Ireland"
S4345,Publican's Licence (7-Day Ordinary),Fulminis Limited,Hq,,The Corner Of Hanover Quay And,Forbes Street,Grand Canal Dock,Dublin 2,"Hq, The Corner Of Hanover Quay And, Forbes Street, Grand Canal Dock, Dublin 2",53.3448554,-6.2384905,"2 Forbes St, Grand Canal Dock, Dublin, Ireland"
S0061,Publican's Licence (7-Day Ordinary),Kw Shelbourne Ops Limited,The Shelbourne Hotel,,12 Kildare Street,And 27/34 St Stephen's Green And Extension Attatched And,Adjoining Thereto,Dublin 2,"The Shelbourne Hotel, 12 Kildare Street, And 27/34 St Stephen's Green And Extension Attatched And, Adjoining Thereto, Dublin 2",53.3389725,-6.256013800000001,"27 St Stephen's Green, Dublin, Ireland"
1013740,Publican's Licence (7-Day Ordinary),Lafayette Bar Limited,Lafayette Cafe Bar,,Part Of Ground Floor And Basement At,22/23 Westmoreland Street And,1/6 D'olier Street,Dublin 2,"Lafayette Cafe Bar, Part Of Ground Floor And Basement At, 22/23 Westmoreland Street And, 1/6 D'olier Street, Dublin 2",53.3466684,-6.2588737,"25 Westmoreland St, Dublin 2, D02 EH29, Ireland"
S0064,Publican's Licence (7-Day Ordinary),Market Point Services Limited,The Auld Dubliner,,17 Anglesea Street And 24/25 Temple Bar Basement And Ground Floor And,The Extensions To And Adjoining The First And Second Floor,,Dublin 2,"The Auld Dubliner, 17 Anglesea Street And 24/25 Temple Bar Basement And Ground Floor And, The Extensions To And Adjoining The First And Second Floor, Dublin 2",53.3455904,-6.2619628,"24 - 25 Temple Bar, Dublin, Ireland"
S0122,Publican's Licence (7-Day Ordinary),The Butchers Jar Limited,Solas Bar,,31 Wexford Street,,,Dublin 2,"Solas Bar, 31 Wexford Street, Dublin 2",53.336931,-6.265785,"31 Wexford St, Dublin 2, Ireland"
S3626,Publican's Licence (7-Day Ordinary),After Dinner Mint Limited,Charlotte Quay Restaurant,,Portion Of The Basement & Ground Floor Millennium Tower Building,"Block B Millenium Tower Building, Charlotte Quay",Ringsend Road,Dublin 2,"Charlotte Quay Restaurant, Portion Of The Basement & Ground Floor Millennium Tower Building, Block B Millenium Tower Building, Charlotte Quay, Ringsend Road, Dublin 2",53.342861,-6.236948,"Millennium Tower, Ground Floor, Charlotte Quay Dock, Ringsend Rd, Dublin, Ireland"
1011740,Publican's Licence (7-Day Ordinary),Charlemont Leisure Investments Limited,The Hilton Dublin,,Charlemont Place,,,Dublin 2,"The Hilton Dublin, Charlemont Place, Dublin 2",53.331022,-6.2592015,"Charlemont Pl, Saint Kevin's, Dublin, D02 A893, Ireland"
S0218,Publican's Licence (7-Day Ordinary),Coindale Limited,Houricans Lounge,,7 Lower Leeson Street,,,Dublin 2,"Houricans Lounge, 7 Lower Leeson Street, Dublin 2",53.3357505,-6.256749999999999,"7 Leeson Street Lower, Saint Kevin's, Dublin, Ireland"
S0093,Publican's Licence (7-Day Ordinary),Cosgrave (mount Merrion) Limited,Mcdaids,,3 Harry Street,,,Dublin 2,"Mcdaids, 3 Harry Street, Dublin 2",53.341221,-6.2610025,"3 Harry St, Dublin, Ireland"
1011716,Publican's Licence (7-Day Ordinary),Fade Street Restaurant Limited,Idlewild,,The Basement And Ground Floor Of,Number 14 Fade Street,St Andrews,Dublin 2,"Idlewild, The Basement And Ground Floor Of, Number 14 Fade Street, St Andrews, Dublin 2",53.34207869999999,-6.264131099999999,"14 Fade St, Dublin 2, D02 HH33, Ireland"
S0034,Publican's Licence (7-Day Ordinary),Matt The Thrashers Limited,Matt The Thrashers Limited,,31 Lower Pembroke Street & Cellar Of No 30 Lower Pembroke Street,Pt Rere Garden Of 128 Lower Baggot Street,Also Newly Const Prem At No 32 Lr Pembroke Street,Dublin 2,"Matt The Thrashers Limited, 31 Lower Pembroke Street & Cellar Of No 30 Lower Pembroke Street, Pt Rere Garden Of 128 Lower Baggot Street, Also Newly Const Prem At No 32 Lr Pembroke Street, Dublin 2",53.3369563,-6.2517008,"31-32 Pembroke Street Lower, Dublin 2, Ireland"
S3727,Publican's Licence (7-Day Ordinary),Miro Hotel 2 Limited,Sams Bar,,35 And 36 Dawson Street And No 8 Annes,Lane And Garage Adjacent To No 8 Annes Lane,,Dublin 2,"Sams Bar, 35 And 36 Dawson Street And No 8 Annes, Lane And Garage Adjacent To No 8 Annes Lane, Dublin 2",53.3404122,-6.2586987,"35/36 Dawson St, Dublin Southside, Dublin, D02 CR29, Ireland"
S0048,Publican's Licence (7-Day Ordinary),Rocatil Limited,Kennedys Pub,,30/31/32 Westland Row,,,Dublin 2,"Kennedys Pub, 30/31/32 Westland Row, Dublin 2",53.3421354,-6.2507085,"30-32 Westland Row, Dublin 2, D02 DP70, Ireland"
1009574,Publican's Licence (7-Day Ordinary),Dargleglade Limited,Raw,,72/73 Camden Street Lower,,,Dublin 2,"Raw, 72/73 Camden Street Lower, Dublin 2",53.334893,-6.265452,"72-73 Camden Street Lower, Saint Kevin's, Dublin, D02 E092, Ireland"
S0015,Publican's Licence (7-Day Ordinary),Maymount Limited,The Ginger Man,,39 Fenian Street (basement Ground And 1st Floors),40 Fenian Street (basement Ground 1st And Part 2nd Floors),,Dublin 2,"The Ginger Man, 39 Fenian Street (basement Ground And 1st Floors), 40 Fenian Street (basement Ground 1st And Part 2nd Floors), Dublin 2",53.341896,-6.24955,"39-40 Fenian Street, Dublin 2, D02 KD51, Ireland"
S3731,Publican's Licence (7-Day Ordinary),Ardfuse Management Limited,Farrier And Draper,,"Units 1, 19d, 24, 24a Powerscourt Townhouse Centre",59 South William Street,,Dublin 2,"Farrier And Draper, Units 1, 19d, 24, 24a Powerscourt Townhouse Centre, 59 South William Street, Dublin 2",53.3424922,-6.2622113,"Unit 1, 24, 24a, Powerscourt Townhouse Centre, 59 William St S, Dublin 2, Ireland"
S0145,Publican's Licence (7-Day Ordinary),The Front Page Inn Limited,Doolans Public House,,45 Hogan Place,,,Dublin 2,"Doolans Public House, 45 Hogan Place, Dublin 2",53.340854,-6.2448584,"45 Hogan Pl, Grand Canal Dock, Dublin 2, D02 RF34, Ireland"
S0084,Publican's Licence (7-Day Ordinary),Dunclody Limited,The Norseman,,29 East Essex Street And Adjoining Exit 28 East Essex Streey And,Rear 27 East Essex Street (otherwise Known As 12/13 Temple Lane,And 25/26/27 East Essex Street,Dublin 2,"The Norseman, 29 East Essex Street And Adjoining Exit 28 East Essex Streey And, Rear 27 East Essex Street (otherwise Known As 12/13 Temple Lane, And 25/26/27 East Essex Street, Dublin 2",53.34535409999999,-6.2647672,"28E Essex Street, Temple Bar, Dublin 2, Ireland"
S0039,Publican's Licence (7-Day Ordinary),Noel Murray,The Long Stone,,10/11 Townsend Street,,,Dublin 2,"The Long Stone, 10/11 Townsend Street, Dublin 2",53.3460395,-6.2557098,"11 Townsend St, Dublin 2, Ireland"
S0086,Publican's Licence (7-Day Ordinary),Palace Fleet Street Limited,The Palace Bar,,21 Fleet Street,,,Dublin 2,"The Palace Bar, 21 Fleet Street, Dublin 2",53.3458948,-6.2596063,"21 Fleet St, Temple Bar, Dublin 2, Co. Dublin, Ireland"
1010802,Publican's Licence (7-Day Ordinary),Bow Lane Project Limited,Bow Lane,,17/18 Aungier Street,,,Dublin 2,"Bow Lane, 17/18 Aungier Street, Dublin 2",53.3402743,-6.2655049,"17 Aungier St, Dublin, D02 XF38, Ireland"
S0080,Publican's Licence (7-Day Ordinary),Rua Brew Pub Limited,Bar Rua,Declan Taite Receiver,32 Clarendon Street,,,Dublin 2,"Bar Rua, 32 Clarendon Street, Dublin 2",53.3410567,-6.2624311,"32 Clarendon St, Dublin 2, Ireland"
1004917,Publican's Licence (7-Day Ordinary),The Inn On Hibernian Way Limited,Lemon And Duke,,Unit 1 And Unit 2,Royal Hibernian Way,Dawson Street,Dublin 2,"Lemon And Duke, Unit 1 And Unit 2, Royal Hibernian Way, Dawson Street, Dublin 2",53.34157,-6.259120999999999,"1 Royal Hibernian Way, Duke Lane Upper, Dublin, D02 YK71, Ireland"
S0026,Publican's Licence (7-Day Ordinary),Lunarium Property Holdings Limited,Lincoln's Inn,,18 / 19 Lincoln Place,,,Dublin 2,"Lincoln's Inn, 18 / 19 Lincoln Place, Dublin 2",53.342039,-6.252503,"19 Lincoln Pl, Dublin, Ireland"
1013043,Publican's Licence (7-Day Ordinary),Markey Pubs Limited,O'donoghue's Public House,,15 Suffolk Street,,,Dublin 2,"O'donoghue's Public House, 15 Suffolk Street, Dublin 2",53.3434757,-6.259685800000001,"Suffolk St, Dublin Southside, Dublin, Ireland"
S1349,Publican's Licence (7-Day Ordinary),Dab Property Investment Limited,The Henry Grattan,Sean Doyle,47/48 Lower Baggot Street,,,Dublin 2,"The Henry Grattan, 47/48 Lower Baggot Street, Dublin 2",53.3366388,-6.248421,"47-48 Baggot Street Lower, Grand Canal Dock, Dublin 2, D02 YK13, Ireland"
1010890,Publican's Licence (7-Day Ordinary),Mercroft Taverns Limited,The Market Bar,,14a Fade Street,,,Dublin 2,"The Market Bar, 14a Fade Street, Dublin 2",53.3420655,-6.264005099999999,"14A Fade St, Dublin, D02 A368, Ireland"
S0170,Publican's Licence (7-Day Ordinary),Willowsway Limited,The Wellington,,1 And 1a Upper Baggot Street,,,Dublin 2,"The Wellington, 1 And 1a Upper Baggot Street, Dublin 2",53.3338945,-6.245326599999999,"1 Baggot Street Upper, Dublin 4, D04 WN52, Ireland"
S0024,Publican's Licence (7-Day Ordinary),Evelyn Mulligan,Hartigans Bar,,100 Lower Leeson Street,,,Dublin 2,"Hartigans Bar, 100 Lower Leeson Street, Dublin 2",53.33596,-6.25666,"100 Leeson Street Lower, Dublin 2, D02 W023, Ireland"
S0077,Publican's Licence (7-Day Ordinary),M E Hardy And Sons Limited,Nearys,,1 Chatham Street,And Part Of 63 Grafton Street,,Dublin 2,"Nearys, 1 Chatham Street, And Part Of 63 Grafton Street, Dublin 2",53.34074769999999,-6.2611905,"1 Chatham St, Dublin, D02 EW93, Ireland"
S3454,Publican's Licence (7-Day Ordinary),Kivaway Limited,Odeon Bar And Restaurant,,57 And 57c Harcourt Street,,,Dublin 2,"Odeon Bar And Restaurant, 57 And 57c Harcourt Street, Dublin 2",53.3334327,-6.2624875,"57 Harcourt St, Saint Kevin's, Dublin 2, D02 VE22, Ireland"
S0001,Publican's Licence (7-Day Ordinary),Trimblegrove Limited,Kehoes,,9 South Anne Street,,,Dublin 2,"Kehoes, 9 South Anne Street, Dublin 2",53.3411613,-6.2594293,"9 Anne St S, Dublin, D02 NY88, Ireland"
S3712,Publican's Licence (7-Day Ordinary),Widestar Limited,Dakota,,8 And 9 South William Street,,,Dublin 2,"Dakota, 8 And 9 South William Street, Dublin 2",53.34265860000001,-6.262323100000001,"8/9 South William Street, Dublin 2, Co. Contae Bhaile Átha Cliath, Ireland"
1011136,Publican's Licence (7-Day Ordinary),Brown Thomas And Co Limited,The Restaurant,,"Portion Of Third Floor Numbers 41,42,421/2 And 43 Wicklow Street","The Brown Thomas Department Store, 85-95 Grafton Street",38-46 Wicklow Street And 1-5 Clarendon Street,Dublin 2,"The Restaurant, Portion Of Third Floor Numbers 41,42,421/2 And 43 Wicklow Street, The Brown Thomas Department Store, 85-95 Grafton Street, 38-46 Wicklow Street And 1-5 Clarendon Street, Dublin 2",53.34288069999999,-6.2606946,"43 Wicklow St, Dublin, Ireland"
S0197,Publican's Licence (7-Day Ordinary),Michael Bermingham Limited,Anseo,,18 Lower Camden Street And,1 Camden Villas,,Dublin 2,"Anseo, 18 Lower Camden Street And, 1 Camden Villas, Dublin 2",53.3352947,-6.2649447,"18 Camden St, Saint Kevin's, Dublin 8, Ireland"
S0411,Publican's Licence (7-Day Ordinary),Shelbourne O'brien Limited,The Stag's Head,,1 Dame Court,Dame Street,,Dublin 2,"The Stag's Head, 1 Dame Court, Dame Street, Dublin 2",53.3438235,-6.2636588,"1 Dame Ct, Dublin, D02 TW84, Ireland"
S2119,Publican's Licence (7-Day Ordinary),Crawley Limited,Captain America's Cookhouse,Ronald Delaney,Grafton Court,44 Grafton Street,,Dublin 2,"Captain America's Cookhouse, Grafton Court, 44 Grafton Street, Dublin 2",53.340488,-6.2606155,"44 Grafton Street, Dublin, D02 CA21, Ireland"
S0090,Publican's Licence (7-Day Ordinary),Telfer Limited,Hogans,,35/36 South Great Georges Street,And 37 (basement And Ground Floor),,Dublin 2,"Hogans, 35/36 South Great Georges Street, And 37 (basement And Ground Floor), Dublin 2",53.3419776,-6.264603699999999,"South Great George's Street, Dublin 2, Ireland"
S0082,Publican's Licence (7-Day Ordinary),Hadview Taverns Limited,Brogans,,75 Dame Street (ground Floor And Basement),And 11/12 Crampton Court,,Dublin 2,"Brogans, 75 Dame Street (ground Floor And Basement), And 11/12 Crampton Court, Dublin 2",53.3443444,-6.2663451,"75 Dame St, Temple Bar, Dublin, Ireland"
S0136,Publican's Licence (7-Day Ordinary),Martin Keane,Blooms Hotel/ The Vathouse Bar Of Temple Bar/ Club M,,Cope Street,Anglesea Street,,Dublin 2,"Blooms Hotel/ The Vathouse Bar Of Temple Bar/ Club M, Cope Street, Anglesea Street, Dublin 2",53.3446566,-6.2619355,"2 Anglesea St, Temple Bar, Dublin 2, Ireland"
S3759,Publican's Licence (7-Day Ordinary),B. B. B. Taverns Limited,Mcgrattans Restaurant,,Fitzwilliam Lane,,,Dublin 2,"Mcgrattans Restaurant, Fitzwilliam Lane, Dublin 2",53.33849,-6.251306,"76 Fitzwilliam Ln, Dublin, Ireland"
S0116,Publican's Licence (7-Day Ordinary),Oakwood Taverns Limited,Ha'penny Bridge Inn,Michael Ryan,42 Wellington Quay,,,Dublin 2,"Ha'penny Bridge Inn, 42 Wellington Quay, Dublin 2",53.345934,-6.263224,"42 Wellington Quay, Temple Bar, Dublin 2, Ireland"
S0002,Publican's Licence (7-Day Ordinary),Swigmore Inns Limited,Doheny And Nesbitt,,Number 5 Lower Baggot Street,And Extension Attached At,Number 4 Baggot Street,Dublin 2,"Doheny And Nesbitt, Number 5 Lower Baggot Street, And Extension Attached At, Number 4 Baggot Street, Dublin 2",53.3380231,-6.2529694,"5 Baggot Street Lower, Dublin 2, D02 F866, Ireland"
S0209,Publican's Licence (7-Day Ordinary),"A. O'byrne, C. O'donnell, T. O'byrne, K. O'byrne, E. Keane, C. Nolan.",J O'connell,,29 South Richmond Street,,,Dublin 2,"J O'connell, 29 South Richmond Street, Dublin 2",53.3306816,-6.264262899999999,"29 Richmond St S, Saint Kevin's, Dublin 2, Ireland"
1012867,Publican's Licence (7-Day Ordinary),Heights Hospitality Operations Limited,The Temple Bar Inn Hotel,,Portion Of Numbers  40-47,Fleet Street,,Dublin 2,"The Temple Bar Inn Hotel, Portion Of Numbers  40-47, Fleet Street, Dublin 2",53.34571949999999,-6.259775599999999,"40-47 Fleet St, Temple Bar, Dublin 2, D02 NX25, Ireland"
S0140,Publican's Licence (7-Day Ordinary),Brushfield Limited,The Clarence Hotel And The Kitchen Niteclub,,6/7/8 And Part Of 9 Wellington Quay,And 2/8 East Essex Street,,Dublin 2,"The Clarence Hotel And The Kitchen Niteclub, 6/7/8 And Part Of 9 Wellington Quay, And 2/8 East Essex Street, Dublin 2",53.3452613,-6.2667826,"6-8 Wellington Quay, Temple Bar, Dublin 2, D02 HT44, Ireland"
S0009,Publican's Licence (7-Day Ordinary),Amatrek Limited,Doyles,,9 College Street,(and First Floor Portion Of 8 College Street) And,28 Fleet Street And Basement Of 29/30 Fleet Street,Dublin 2,"Doyles, 9 College Street, (and First Floor Portion Of 8 College Street) And, 28 Fleet Street And Basement Of 29/30 Fleet Street, Dublin 2",53.3457804,-6.257470199999999,"9 College St, Dublin 2, D02 WN62, Ireland"
S0200,Publican's Licence (7-Day Ordinary),Nitram Nayr Limited,Ryans,,92 Lower Camden Street And,1 Camden Row,,Dublin 2,"Ryans, 92 Lower Camden Street And, 1 Camden Row, Dublin 2",53.336371,-6.265683999999999,"Camden Street Lower, Saint Kevin's, Dublin 2, D02 KT51, Ireland"
S0023,Publican's Licence (7-Day Ordinary),Keeper Inns Limited,Chaplins,William Ryan,(basement Ground And 1st Floor),1/2 Hawkins Street,,Dublin 2,"Chaplins, (basement Ground And 1st Floor), 1/2 Hawkins Street, Dublin 2",53.34611049999999,-6.2571486,"1-2 Hawkins St, Dublin 2, D02 K590, Ireland"
S0106,Publican's Licence (7-Day Ordinary),Iskasinc Limited,The Porterhouse,,18 Parliament Street,,,Dublin 2,"The Porterhouse, 18 Parliament Street, Dublin 2",53.3450877,-6.2674185,"16-18 Parliament St, Temple Bar, Dublin 2, D02 VR94, Ireland"
1009287,Publican's Licence (7-Day Ordinary),Temple Inns Limited,The Temple Bar,,Basement And Ground Floors 48 Temple Bar And 46 Temple Bar And,Extensions Situated Basement 47 Temple Bar Part Basement And Gound,Floor 46 Temple Bar And Part Of Basement 15/16 Temple Lane South,Dublin 2,"The Temple Bar, Basement And Ground Floors 48 Temple Bar And 46 Temple Bar And, Extensions Situated Basement 47 Temple Bar Part Basement And Gound, Floor 46 Temple Bar And Part Of Basement 15/16 Temple Lane South, Dublin 2",53.3445109,-6.2642066,"16 Temple Ln S, Temple Bar, Dublin 2, D02 CD35, Ireland"
S0018,Publican's Licence (7-Day Ordinary),Amatrek Limited,Bowes,,31 Fleet Street,,,Dublin 2,"Bowes, 31 Fleet Street, Dublin 2",53.3458139,-6.2578758,"31 Fleet St, Dublin 2, Ireland"
S0042,Publican's Licence (7-Day Ordinary),Fernshore Limited,The Windjammer,,The Windjammer Public House,111 Townsend Street,,Dublin 2,"The Windjammer, The Windjammer Public House, 111 Townsend Street, Dublin 2",53.3453157,-6.2483387,"111 Townsend St, Dublin 2, Co. Dublin, D02 TX96, Ireland"
S0066,Publican's Licence (7-Day Ordinary),Elrick Catering Limited,Capitol Bar,,1 & 1a Aungier Street (ground Floor & Basement),2 Aungier Street,& 18/19 Lower Stephen Street,Dublin 2,"Capitol Bar, 1 & 1a Aungier Street (ground Floor & Basement), 2 Aungier Street, & 18/19 Lower Stephen Street, Dublin 2",53.3413702,-6.2652796,"1 Aungier St, Dublin 2, D02 HF72, Ireland"
S0112,Publican's Licence (7-Day Ordinary),Michael O'neill Limited,O'neills,,(ground Floor And Basement Of All),1/2 Suffolk Street And,2a And 3/4 Church Lane,Dublin 2,"O'neills, (ground Floor And Basement Of All), 1/2 Suffolk Street And, 2a And 3/4 Church Lane, Dublin 2",53.34390519999999,-6.2607613,"2 Suffolk Street, Dublin 2, D02 KX03, Ireland"
S3965,Publican's Licence (7-Day Ordinary),Westmoreland Street Bar Limited,Cassidys Bar,,27 Westmoreland Street,,,Dublin 2,"Cassidys Bar, 27 Westmoreland Street, Dublin 2",53.3463467,-6.2587953,"27 Westmoreland St, Dublin, D02 PX77, Ireland"
S0005,Publican's Licence (7-Day Ordinary),Quinn Hospitality Ireland Operation 5 Limited,J. W. Sweetman,,1 & 2 Burgh Quay,,,Dublin 2,"J. W. Sweetman, 1 & 2 Burgh Quay, Dublin 2",53.3469777,-6.2581381,"1-2 Burgh Quay, Dublin 2, Ireland"
S0202,Publican's Licence (7-Day Ordinary),Quinn Hospitality Ireland Operations 3 Limited,The Barge,,42 Charlemont Street And,32 Charlemont Mall,,Dublin 2,"The Barge, 42 Charlemont Street And, 32 Charlemont Mall, Dublin 2",53.3306015,-6.2606205,"42 Sráid Charlemont, Saint Kevin's, Dublin 2, D02 R593, Ireland"
1003994,Publican's Licence (7-Day Ordinary),Wagbell Limited,Tgi Friday's,,"Part Of The Ground Floor And Basement 19, 20 & 21 Fleet Street",,& Of 1-5 Prices Lane,Dublin 2,"Tgi Friday's, Part Of The Ground Floor And Basement 19, 20 & 21 Fleet Street, & Of 1-5 Prices Lane, Dublin 2",53.3456978,-6.262201699999999,"Basement 19, 20 Fleet St, Temple Bar, Dublin, Ireland"
S0035,Publican's Licence (7-Day Ordinary),Mulligan's (poolbeg Street) Limited,John Mulligan,,8 Poolbeg Street &,Ground Floor & Basement Of 9 Poolbeg Street,,Dublin 2,"John Mulligan, 8 Poolbeg Street &, Ground Floor & Basement Of 9 Poolbeg Street, Dublin 2",53.34691489999999,-6.2556123,"8 Poolbeg St, Dublin, Co. Dublin, DO2TK71, Ireland"
1010212,Publican's Licence (7-Day Ordinary),Yamamori Izakaya Limited,Yamamori Izakaya,,12-13 South Great Georges Street,,,Dublin 2,"Yamamori Izakaya, 12-13 South Great Georges Street, Dublin 2",53.343283,-6.264235999999999,"12/13 South Great George’s Street, Dublin 2, Dublin, Ireland"
S0087,Publican's Licence (7-Day Ordinary),Slatterys Limited,The Left Bank Also As The Oliver St John Gogarty,,57/58 Fleet St & 18 - 21 Anglesea Street,,,Dublin 2,"The Left Bank Also As The Oliver St John Gogarty, 57/58 Fleet St & 18 - 21 Anglesea Street, Dublin 2",53.3453782,-6.2617297,"18-21 Anglesea St, Temple Bar, Dublin 2, Ireland"
S0123,Publican's Licence (7-Day Ordinary),Kennedy Smith And Co Limited,J Grogans Castle Lounge,,15 William Street South,,,Dublin 2,"J Grogans Castle Lounge, 15 William Street South, Dublin 2",53.3422412,-6.2626221,"15 William St S, Dublin 2, D02 H336, Ireland"
S4458,Publican's Licence (7-Day Ordinary),Fleet Street Hotel Limited,The Bridge Bar / O'sullivans Bar,,Basement & Grd Floor Of 10 Westmoreland Street,Basement & Part Grd Floor Of 1/5 Prices Lane &,Basement Of 11/12 Westmoreland Street,Dublin 2,"The Bridge Bar / O'sullivans Bar, Basement & Grd Floor Of 10 Westmoreland Street, Basement & Part Grd Floor Of 1/5 Prices Lane &, Basement Of 11/12 Westmoreland Street, Dublin 2",53.34600769999999,-6.2593736,"10-, 12 Westmoreland St, Dublin 2, Ireland"
1008141,Publican's Licence (7-Day Ordinary),Benqueues Limited,The Bad Ass Cafe,,"No's 9, 10 & 11 Crown Alley And",No 6 Temple Bar Square,,Dublin 2,"The Bad Ass Cafe, No's 9, 10 & 11 Crown Alley And, No 6 Temple Bar Square, Dublin 2",53.345316,-6.2629151,"9-11 Crown Alley, Temple Bar, Dublin, Ireland"
S0022,Publican's Licence (7-Day Ordinary),Kennedy Taverns Limited,J. Kennedy,Thomas Kennedy,10 George's Quay,,,Dublin 2,"J. Kennedy, 10 George's Quay, Dublin 2",53.3473196,-6.2547882,"10 George's Quay, Dublin 2, D02 YY95, Ireland"
S0056,Publican's Licence (7-Day Ordinary),Allied Metropole Hotel Limited,The Bailey,,1/4 Duke Street,,,Dublin 2,"The Bailey, 1/4 Duke Street, Dublin 2",53.3420083,-6.2594321,"1 Duke St, Dublin 2, D02 ET99, Ireland"
S0144,Publican's Licence (7-Day Ordinary),Ernest Taverns  Limited,Becky Morgan's,,9-11 Lower Grand Canal Street &,1 Albert Place,,Dublin 2,"Becky Morgan's, 9-11 Lower Grand Canal Street &, 1 Albert Place, Dublin 2",53.339684,-6.2421836,"9 Grand Canal Street Lower, Grand Canal Dock, Dublin, Co. Dublin, 2, Ireland"
1009296,Publican's Licence (7-Day Ordinary),Holtend Limited,The Dean Hotel,,32-34 Harcourt Street,,,Dublin 2,"The Dean Hotel, 32-34 Harcourt Street, Dublin 2",53.3352034,-6.263592099999999,"33 Harcourt St, Saint Kevin's, Dublin 2, Ireland"
S0153,Publican's Licence (7-Day Ordinary),Tom O'brien And Bernadette O'brien,The Ferryman,,35 And 36 Sir John Rogerson's Quay,,,Dublin 2,"The Ferryman, 35 And 36 Sir John Rogerson's Quay, Dublin 2",53.3460487,-6.240653099999999,"35 Sir John Rogerson's Quay, Grand Canal Dock, Dublin, Ireland"
S0057,Publican's Licence (7-Day Ordinary),Andercrest Limited,Earl Of Kildare Hotel,,47/49 Kildare Street,And 2 Nassau Street,,Dublin 2,"Earl Of Kildare Hotel, 47/49 Kildare Street, And 2 Nassau Street, Dublin 2",53.3420277,-6.2547945,"47-49 Kildare St, Dublin 2, Ireland"
1012980,Publican's Licence (7-Day Ordinary),Irish Whiskey Museum Limited,The Irish Whiskey Museum,,119 Grafton Street And 37 College Green,,,Dublin 2,"The Irish Whiskey Museum, 119 Grafton Street And 37 College Green, Dublin 2",53.344198,-6.259525,"119 Grafton Street, Dublin, D02 E620, Ireland"
1001292,Publican's Licence (7-Day Ordinary),Olympia Productions,Olympia Theatre,,72 Dame Street,"6-8 Crampton Court, 13-15 Crampton Court",1-8 Sycamore Street,Dublin 2,"Olympia Theatre, 72 Dame Street, 6-8 Crampton Court, 13-15 Crampton Court, 1-8 Sycamore Street, Dublin 2",53.3443127,-6.2660797,"72 Dame St, Temple Bar, Dublin, D02 K135, Ireland"
S0085,Publican's Licence (7-Day Ordinary),Carmac Taverns Limited,Bad Bobs Public House,,35/36/37 East Essex Street,And 9 Sycamore Street,,Dublin 2,"Bad Bobs Public House, 35/36/37 East Essex Street, And 9 Sycamore Street, Dublin 2",53.345121,-6.26582,"35-37 Essex St E, Temple Bar, Dublin, D02 Y891, Ireland"
S3699,Publican's Licence (7-Day Ordinary),Papa Fred Limited,South William,,52 South William Street,,,Dublin 2,"South William, 52 South William Street, Dublin 2",53.3416705,-6.2626347,"52 William St S, Dublin 2, D02 PX38, Ireland"
